area.code,voice.plan,voice.messages,intl.plan,intl.mins,intl.calls,day.mins,eve.calls,eve.charge,night.calls,customer.calls,churn
415,1,22,0,6.0,2,76.1,119,14.55,126,0,0
415,0,0,1,12.7,5,147.7,68,15.65,102,0,0
408,0,0,1,10.5,4,139.4,97,22.25,101,1,0
510,1,23,0,15.3,2,196.0,107,13.29,68,1,0
510,0,0,0,7.2,3,160.8,112,14.48,131,1,0
510,0,0,0,9.3,10,325.4,100,10.86,98,1,1
415,0,0,0,16.5,4,198.2,97,12.5,76,4,0
415,0,0,1,5.3,9,168.8,98,20.2,94,1,0
415,0,0,0,6.9,4,273.8,110,10.52,61,2,0
415,0,0,0,8.5,10,217.7,105,15.47,87,4,0
415,0,0,0,8.9,4,93.5,79,18.13,83,4,1
415,0,0,0,14.0,4,195.4,91,17.42,95,0,0
415,0,0,0,9.7,1,162.5,114,13.53,97,2,0
510,0,0,0,9.0,7,86.1,130,18.93,124,0,0
408,0,0,0,6.9,5,89.1,121,19.26,88,0,0
510,0,0,0,9.8,5,189.7,72,15.21,93,0,0
510,0,0,0,9.9,9,190.8,85,16.66,110,0,0
408,0,0,0,10.2,6,198.6,106,21.93,104,1,1
415,0,0,0,7.7,5,176.5,136,16.88,150,0,0
415,0,0,0,10.2,4,188.3,123,18.25,89,2,0
510,0,0,0,9.6,2,197.6,88,17.54,143,3,0
415,0,0,0,12.0,9,208.5,86,16.18,93,1,0
510,0,0,0,16.3,1,261.0,95,12.26,119,4,0
415,0,0,0,12.4,4,209.6,106,16.41,90,0,0
408,0,0,0,13.7,6,157.8,120,13.6,112,3,0
408,0,0,0,10.5,3,245.4,124,22.13,82,3,1
415,0,0,0,11.0,5,72.2,81,14.74,121,2,0
510,0,0,0,7.7,4,100.2,90,18.17,67,3,0
510,1,25,0,8.0,5,152.9,147,17.47,107,1,0
415,1,15,0,11.9,2,274.0,97,16.34,141,0,0
415,0,0,0,11.2,7,215.6,110,8.97,80,3,0
415,0,0,0,8.5,7,178.2,93,21.64,139,0,0
415,1,20,1,11.2,3,252.8,105,18.5,93,0,0
415,0,0,0,7.8,3,216.2,136,15.54,66,2,0
408,0,0,0,8.1,2,165.1,79,24.67,140,0,0
408,0,0,0,12.4,4,133.8,103,15.05,106,2,0
415,0,0,0,14.0,4,217.2,58,25.77,114,2,0
415,0,0,0,9.6,2,82.1,95,17.1,146,1,0
510,0,0,0,15.6,4,157.1,69,25.67,159,0,0
510,1,23,0,9.7,4,205.5,80,19.07,76,1,0
415,0,0,1,8.1,7,147.6,84,24.15,87,0,1
510,0,0,0,14.1,3,172.1,136,19.38,96,2,0
408,0,0,0,12.4,6,206.8,115,24.31,112,0,0
408,0,0,0,12.2,4,193.3,117,20.41,92,1,0
415,0,0,0,11.7,3,225.9,69,20.57,68,0,0
408,1,38,0,11.9,6,202.6,93,14.42,108,4,0
408,0,0,0,11.5,4,48.4,86,11.87,80,2,0
510,0,0,0,11.4,7,168.6,61,20.91,102,1,0
415,1,31,0,10.4,6,142.9,107,19.87,142,0,0
510,0,0,0,8.2,4,85.2,118,13.02,107,1,0
408,0,0,0,5.7,7,77.8,119,12.27,65,1,0
408,1,19,0,14.9,4,179.4,90,7.96,99,2,0
510,0,0,0,11.7,3,139.8,103,21.01,113,3,0
415,1,17,0,10.6,7,177.9,112,13.08,121,1,0
415,0,0,0,15.0,6,101.9,113,16.43,126,1,0
415,0,0,0,12.2,4,157.5,83,19.02,98,1,0
415,0,0,0,13.7,10,167.1,93,13.12,148,3,0
510,0,0,0,13.7,3,124.1,131,18.27,132,0,0
408,1,31,0,11.8,1,221.4,96,26.64,94,3,0
408,0,0,0,3.1,4,245.1,109,12.29,112,1,0
408,0,0,0,9.5,4,135.7,124,18.96,101,1,0
415,1,37,0,5.1,6,227.9,141,8.66,110,0,0
415,0,0,0,7.9,4,177.8,80,19.25,71,1,0
415,1,33,0,11.2,4,189.4,68,12.64,119,1,1
510,1,39,0,15.6,5,188.3,116,14.25,92,1,0
415,1,26,0,6.6,2,177.1,85,17.51,95,2,0
408,0,0,0,9.2,6,128.5,91,16.37,95,2,0
510,1,22,0,10.9,3,192.9,104,18.67,92,2,0
408,1,28,0,10.4,3,130.5,99,14.73,106,3,0
415,0,0,0,11.5,4,201.1,93,18.4,132,1,0
415,1,38,0,9.7,1,139.8,120,4.96,160,3,0
415,1,26,0,12.0,5,197.7,83,19.77,120,1,0
510,0,0,0,8.1,2,222.1,130,20.83,119,2,0
408,1,39,0,7.8,6,270.0,108,20.02,57,1,1
510,1,29,0,14.0,7,211.6,84,20.22,93,2,0
510,0,0,0,9.8,4,148.7,106,17.37,105,2,0
510,0,0,0,12.9,3,81.7,66,17.26,109,2,0
510,0,0,0,12.7,3,143.6,119,23.63,84,0,0
415,0,0,0,10.1,2,205.3,84,14.54,96,3,0
415,0,0,0,9.7,3,184.5,103,23.16,129,4,0
415,0,0,0,12.2,4,140.8,109,17.98,53,0,0
415,0,0,0,9.1,4,140.8,87,21.47,136,3,0
415,1,36,1,9.8,3,169.7,88,27.08,95,0,0
408,0,0,0,10.0,3,168.1,91,17.17,91,3,0
415,1,25,0,12.5,3,190.1,61,15.39,110,2,0
408,0,0,0,8.8,6,192.6,92,15.64,113,2,0
408,0,0,0,10.4,2,234.8,87,9.32,99,0,0
510,0,0,0,9.4,3,146.4,143,16.69,123,3,0
510,0,0,0,6.1,6,247.2,130,13.76,73,1,0
415,0,0,0,7.5,3,234.8,112,17.99,97,2,0
408,0,0,0,10.2,2,185.9,98,19.76,124,2,0
408,0,0,0,12.0,7,98.5,80,17.03,68,2,0
415,0,0,0,7.2,4,304.0,127,22.45,104,0,1
415,0,0,0,11.8,6,140.3,111,20.0,57,1,0
415,0,0,0,8.6,1,201.5,91,13.19,103,2,0
415,0,0,0,12.5,2,191.7,100,24.16,87,0,0
510,1,33,0,15.1,3,168.1,88,17.34,97,1,0
415,0,0,0,6.5,4,178.4,116,15.22,99,1,0
415,1,18,1,11.2,5,127.2,114,11.11,115,2,0
510,0,0,0,13.3,10,230.7,65,14.06,139,1,0
408,0,0,0,3.7,3,228.3,92,12.97,101,3,0
408,0,0,0,7.8,3,197.7,89,18.81,109,2,0
415,1,35,0,3.8,3,273.7,101,13.03,109,0,0
510,1,30,0,11.7,2,195.8,109,14.14,84,0,0
415,0,0,0,11.4,5,190.5,92,13.96,88,2,0
408,0,0,0,16.1,4,176.1,105,17.71,86,4,0
415,0,0,0,11.7,3,210.4,75,14.65,105,2,0
415,1,28,0,8.9,9,151.0,122,22.91,116,0,0
415,0,0,0,13.3,1,210.1,96,15.07,136,0,1
415,0,0,0,8.1,3,230.2,110,12.64,139,4,0
415,1,27,0,13.0,4,121.9,75,19.16,118,3,0
408,1,30,0,9.9,6,181.2,62,16.42,92,2,0
415,0,0,0,11.5,3,201.5,120,10.56,56,0,0
415,0,0,0,11.9,2,146.0,103,17.74,91,0,0
415,0,0,0,11.1,2,105.3,92,15.91,101,4,1
510,1,26,0,8.3,3,69.7,79,21.28,122,2,0
415,0,0,0,4.6,5,208.1,79,15.98,96,2,0
415,0,0,0,13.9,4,183.1,109,16.95,71,0,0
408,1,32,0,10.4,7,148.7,55,16.88,113,6,1
510,0,0,0,17.2,4,240.1,123,23.05,98,0,1
415,1,25,0,12.0,2,126.4,118,16.12,97,1,0
408,0,0,0,7.1,3,156.0,89,13.64,112,4,1
510,0,0,0,11.9,6,180.2,114,7.09,111,1,0
415,0,0,0,7.4,1,172.0,100,19.04,86,0,0
415,1,27,0,8.9,4,231.6,120,18.98,99,1,0
415,1,29,0,10.0,1,42.1,70,15.58,82,0,0
415,0,0,0,9.9,4,136.6,78,6.85,77,0,0
408,0,0,0,10.8,4,155.6,117,20.41,88,3,0
415,0,0,0,8.1,2,234.6,76,17.06,81,0,0
415,0,0,0,13.6,4,115.5,81,19.23,123,0,0
408,0,0,0,13.2,4,286.6,138,8.59,146,1,0
510,0,0,0,12.4,4,174.5,102,19.78,68,1,0
408,0,0,0,8.1,9,181.9,83,19.85,80,1,0
408,0,0,0,4.2,2,192.6,106,18.98,84,1,0
408,0,0,0,5.3,4,235.0,94,22.72,119,3,1
415,0,0,0,10.5,7,187.8,70,20.91,88,0,0
408,0,0,0,10.4,2,167.1,120,11.19,83,3,0
415,1,22,0,10.4,2,212.3,94,20.23,114,1,0
415,0,0,1,8.3,5,227.4,115,12.44,92,1,0
415,0,0,0,13.4,6,162.5,112,14.06,67,4,1
510,0,0,0,6.5,3,164.2,85,19.74,118,1,0
510,0,0,1,9.1,9,172.4,77,17.48,126,1,0
415,0,0,0,13.0,4,259.6,91,19.88,119,1,0
408,1,10,0,10.0,3,159.4,94,7.74,137,2,0
510,1,37,0,11.9,3,69.5,76,18.78,113,0,0
415,0,0,1,10.2,3,166.5,119,22.81,112,3,0
415,1,21,0,9.7,4,134.4,104,11.58,105,3,0
408,1,21,0,10.6,3,205.2,128,19.69,100,2,0
415,1,26,0,14.8,7,132.3,89,23.24,77,0,0
415,0,0,0,11.7,4,140.3,89,25.06,126,2,0
415,0,0,0,12.6,5,284.6,101,12.05,78,0,0
415,1,29,0,13.8,3,189.3,101,18.81,137,1,0
415,0,0,0,5.9,3,184.6,69,16.46,83,1,0
415,0,0,0,6.8,2,161.6,113,19.03,137,0,0
510,1,20,0,12.7,6,268.5,121,10.95,98,1,0
415,0,0,0,6.3,4,178.0,88,19.86,88,2,0
415,0,0,0,11.3,6,215.6,99,14.59,105,1,0
510,0,0,0,0.4,7,253.9,138,15.66,83,1,0
408,1,22,0,11.3,2,182.8,111,19.49,85,1,0
415,0,0,0,7.5,6,120.0,111,18.16,136,1,0
408,0,0,0,10.4,4,138.7,64,23.83,98,1,0
408,0,0,0,11.1,6,189.0,91,15.23,170,0,0
408,0,0,0,8.9,3,134.6,83,14.88,114,0,0
408,0,0,0,7.9,3,181.4,77,12.39,85,0,0
510,1,23,0,10.1,7,194.6,132,16.98,88,4,0
415,1,39,0,11.4,4,268.1,65,18.41,118,0,0
408,0,0,0,11.2,1,205.2,97,17.07,94,1,0
510,0,0,0,10.9,4,302.8,69,16.13,114,2,1
408,0,0,0,12.5,5,213.2,128,19.04,74,1,0
510,0,0,0,7.6,5,192.0,97,11.93,94,2,0
408,0,0,0,9.7,3,107.9,129,14.19,78,1,0
510,0,0,0,12.4,6,181.7,114,18.39,83,1,0
408,0,0,0,19.3,4,191.8,96,12.64,123,1,0
408,1,21,0,14.6,5,180.2,47,14.25,84,2,0
408,0,0,0,10.8,8,215.1,104,21.2,83,2,0
510,1,38,1,8.0,2,234.6,119,18.27,69,1,1
510,0,0,0,6.5,6,204.2,85,16.06,136,1,0
415,0,0,0,12.1,3,221.8,107,9.2,87,2,0
415,1,14,0,10.2,3,183.0,144,15.9,112,1,0
510,0,0,0,11.6,4,221.5,58,9.31,115,1,0
415,0,0,0,7.5,1,228.1,102,14.99,119,0,0
510,0,0,1,19.2,4,197.7,106,16.05,80,3,1
415,1,21,0,11.0,9,135.1,90,20.26,93,4,0
415,1,28,0,10.5,10,196.2,106,16.56,103,0,0
415,1,20,0,12.3,3,205.9,105,25.36,91,4,0
415,0,0,0,9.3,4,174.1,104,14.84,158,3,0
408,0,0,0,6.9,5,154.6,100,12.52,99,0,0
415,1,20,1,10.9,4,186.2,65,12.35,104,3,0
415,0,0,0,11.9,4,176.1,80,13.77,83,1,0
408,0,0,0,12.6,1,156.6,112,16.41,108,1,0
415,1,19,0,11.3,3,163.0,103,20.26,100,3,0
415,0,0,0,11.0,4,103.6,115,20.27,70,2,0
415,0,0,0,7.7,1,162.1,87,18.5,107,0,0
415,0,0,0,9.4,3,149.2,119,17.9,102,4,0
415,0,0,0,9.5,3,187.3,72,15.05,135,3,0
510,0,0,0,9.9,3,222.4,104,24.34,95,2,1
415,0,0,0,10.6,4,82.7,130,13.39,81,0,1
408,1,24,0,10.9,7,215.2,85,11.31,79,0,0
408,1,18,1,8.0,4,136.8,110,17.03,86,3,0
415,0,0,0,7.1,4,168.0,100,16.22,65,0,0
415,1,12,0,7.8,2,62.4,96,20.2,116,0,0
415,0,0,0,14.2,5,205.7,103,18.82,117,2,0
415,1,20,0,11.6,3,184.8,169,16.58,121,1,0
510,0,0,0,11.1,2,193.1,85,17.54,102,1,0
415,0,0,0,9.7,3,228.3,83,12.06,116,2,0
408,0,0,0,12.5,5,215.4,97,11.75,117,1,0
415,0,0,0,10.3,1,163.5,91,15.9,100,2,0
510,1,22,0,7.4,6,244.7,88,17.26,84,0,0
408,0,0,0,11.6,6,216.7,102,12.98,99,1,0
415,1,15,0,14.6,5,196.8,99,14.75,108,1,0
510,0,0,0,15.3,7,197.3,89,17.2,128,1,0
415,1,23,0,9.1,5,208.7,132,19.84,117,1,0
408,0,0,0,9.8,3,168.4,68,15.94,125,1,0
415,0,0,0,10.4,3,129.4,73,21.36,92,1,0
510,0,0,1,11.1,4,260.9,123,12.99,94,1,0
415,0,0,0,14.9,1,267.9,143,12.36,119,3,1
415,0,0,0,5.5,4,172.7,62,29.24,113,0,0
408,0,0,1,8.5,5,159.1,81,20.38,96,0,0
510,0,0,0,12.4,9,166.8,78,18.05,70,2,0
415,1,17,0,9.5,5,145.7,70,17.25,92,1,0
408,0,0,0,12.3,4,129.4,96,16.92,81,1,0
510,0,0,0,10.2,1,171.5,107,22.19,72,0,0
510,0,0,0,10.6,6,180.6,96,18.41,122,4,1
510,1,33,0,11.2,5,225.7,115,19.03,131,3,0
408,0,0,0,8.4,5,153.8,106,25.87,125,1,0
510,0,0,0,11.0,2,176.9,114,23.32,125,1,0
415,0,0,0,8.4,3,250.5,84,12.42,60,1,0
408,0,0,0,10.3,1,282.8,89,20.94,96,3,1
510,0,0,0,14.8,3,142.6,102,24.38,113,0,0
510,0,0,0,11.9,5,276.1,88,10.5,116,1,0
510,0,0,0,13.9,4,154.3,105,22.3,99,0,0
408,1,35,1,11.1,3,181.0,113,18.91,103,1,0
415,0,0,0,9.0,7,108.1,115,12.49,84,1,0
415,1,31,0,5.1,4,252.1,149,18.33,117,2,0
510,0,0,0,7.6,12,160.1,123,17.74,84,5,1
408,0,0,0,12.7,3,217.6,101,14.4,124,0,0
415,1,22,0,11.1,4,198.3,96,13.36,114,2,0
415,1,32,0,8.4,3,190.3,77,23.72,117,2,0
408,1,23,0,8.7,5,184.7,62,14.28,125,1,0
408,0,0,1,13.7,2,159.4,53,22.89,103,2,1
510,1,16,0,12.1,2,125.1,140,20.96,109,0,0
510,0,0,0,10.9,2,181.3,122,17.04,99,1,0
510,0,0,1,7.5,6,99.8,83,21.56,75,0,0
408,0,0,0,9.0,4,254.8,110,13.05,117,1,0
408,0,0,0,7.6,1,244.5,88,17.53,110,5,1
408,0,0,0,10.9,2,167.7,98,15.29,73,1,0
510,0,0,0,11.7,7,79.5,86,13.95,108,2,0
408,0,0,0,9.9,3,133.0,126,16.71,128,4,1
408,0,0,0,12.4,6,297.2,114,16.05,100,1,1
415,0,0,0,11.9,2,214.9,92,16.8,79,2,0
408,0,0,0,13.8,1,269.9,76,3.21,139,1,0
415,0,0,0,7.8,4,143.8,124,16.97,65,1,0
415,0,0,0,12.9,11,132.2,101,14.44,123,3,1
408,0,0,0,14.2,2,162.8,121,13.87,140,1,0
408,0,0,0,11.9,4,351.5,108,17.58,146,1,1
415,0,0,0,10.7,6,165.8,105,11.22,62,0,0
415,1,24,0,11.7,2,195.7,110,17.75,84,2,0
408,0,0,0,9.7,6,250.6,94,3.54,100,2,0
510,0,0,0,9.2,6,141.9,94,14.13,77,1,0
510,0,0,0,8.1,2,168.5,119,17.33,126,1,0
415,1,19,0,10.1,3,127.6,82,19.99,87,0,0
408,0,0,0,4.2,2,197.2,78,14.29,84,1,0
415,1,28,0,7.5,8,217.4,120,20.93,92,1,0
415,0,0,1,10.1,2,97.2,93,20.71,116,1,1
415,1,23,0,12.3,4,87.7,118,18.56,87,1,0
415,1,32,0,12.1,2,186.4,92,17.59,80,1,0
415,0,0,0,11.8,10,180.0,100,18.1,95,0,0
408,0,0,0,7.7,4,232.4,68,16.24,138,1,0
415,0,0,0,11.6,3,151.6,93,16.84,91,3,0
510,0,0,0,11.1,6,172.2,123,18.27,90,3,0
408,0,0,0,10.6,4,260.9,103,14.81,98,1,0
415,0,0,0,10.2,4,124.4,119,16.67,89,2,0
510,0,0,0,11.4,8,126.8,105,12.25,117,2,0
510,0,0,0,11.7,3,110.0,85,15.46,94,1,0
408,0,0,0,9.8,5,231.1,93,15.5,89,4,0
415,0,0,0,10.2,1,187.4,142,12.29,102,1,0
415,0,0,0,10.9,3,166.4,119,6.53,77,3,0
415,0,0,1,12.6,3,172.5,107,16.87,105,1,0
408,0,0,0,10.9,3,141.8,101,16.26,126,1,0
408,1,35,1,5.4,4,159.5,100,11.96,99,5,1
415,0,0,0,11.0,6,218.9,99,20.19,52,2,0
415,0,0,0,7.8,1,138.7,85,21.89,92,2,0
415,0,0,1,13.9,2,158.1,96,26.78,108,3,1
415,0,0,0,9.2,4,97.9,102,14.71,92,1,0
510,0,0,0,11.7,2,103.5,103,14.8,95,5,1
408,0,0,0,8.1,6,206.3,97,19.0,119,2,0
415,1,24,0,13.5,1,211.5,115,15.63,103,3,0
408,0,0,0,7.4,6,229.2,133,13.93,67,3,0
510,0,0,0,10.2,4,125.0,114,25.03,75,1,1
415,0,0,0,8.8,5,119.0,110,12.27,65,2,0
415,0,0,0,12.8,9,260.6,116,20.92,117,0,1
415,0,0,0,12.2,4,149.2,101,9.59,111,1,0
415,0,0,0,10.4,2,163.7,88,17.62,101,1,0
415,0,0,0,11.6,8,223.0,97,18.59,126,2,0
408,0,0,0,12.8,2,200.2,109,22.85,102,3,0
415,0,0,0,6.5,3,248.6,126,16.92,117,2,0
415,1,26,0,10.3,2,214.2,152,21.51,109,2,0
415,0,0,0,14.2,7,245.6,101,14.71,118,2,0
408,0,0,0,16.2,8,238.6,75,17.28,127,0,0
510,0,0,1,9.1,3,86.1,101,19.37,102,3,0
415,0,0,0,10.3,7,161.6,110,15.94,71,2,0
415,0,0,0,16.8,3,257.9,82,18.76,70,2,1
415,0,0,0,10.6,8,209.2,93,14.05,98,3,0
510,1,19,0,10.3,2,214.0,105,20.85,68,1,0
415,1,21,0,9.6,4,196.0,73,16.55,92,0,0
415,1,33,0,8.6,3,129.8,96,19.15,104,1,0
408,0,0,0,14.0,2,239.1,110,15.31,112,0,0
510,0,0,0,12.0,3,133.2,98,12.26,102,3,1
408,0,0,0,12.2,8,135.7,99,20.66,115,1,0
415,1,31,0,14.0,8,211.0,77,20.29,99,1,0
510,0,0,0,10.0,2,135.2,123,24.3,112,3,0
510,1,29,0,15.1,4,158.2,47,21.3,86,1,0
408,0,0,0,6.4,5,140.8,115,18.06,79,4,1
510,0,0,0,12.9,3,160.2,116,13.58,87,1,0
415,0,0,0,9.6,8,153.7,78,13.63,140,1,0
415,0,0,0,14.2,2,237.6,105,13.35,103,2,0
510,0,0,0,7.2,2,182.1,91,15.33,128,2,0
408,0,0,0,9.5,3,198.7,86,12.47,95,2,0
415,1,22,0,9.0,8,219.0,126,26.51,112,3,0
510,0,0,0,11.9,3,195.2,116,19.51,147,0,0
408,1,34,1,11.4,2,209.9,88,19.22,103,2,1
510,0,0,0,12.3,6,81.7,117,20.61,112,3,0
415,1,18,1,11.9,6,130.7,98,15.82,103,0,0
415,0,0,0,14.6,7,265.9,94,11.3,106,1,0
510,0,0,1,10.5,6,186.5,103,16.18,128,2,0
408,0,0,0,6.7,4,185.6,83,14.86,122,4,1
408,0,0,0,10.5,1,249.7,90,15.73,88,1,0
510,0,0,0,8.1,1,204.1,74,12.77,154,2,0
510,1,24,0,6.4,4,135.8,62,21.37,91,0,0
510,0,0,0,10.7,4,83.2,64,16.96,112,1,0
415,0,0,0,9.3,2,211.4,77,21.24,129,2,0
510,0,0,0,13.3,6,185.8,88,21.39,86,2,0
415,0,0,0,10.3,4,123.6,85,19.5,97,0,0
415,0,0,0,10.1,4,202.5,134,12.11,102,3,0
510,0,0,0,10.7,2,169.4,111,13.36,103,1,0
415,0,0,0,9.0,6,135.2,98,13.69,105,0,0
408,0,0,0,11.8,1,125.1,103,17.82,78,1,0
408,0,0,0,11.0,4,287.1,124,18.56,42,1,1
415,0,0,0,8.3,5,199.7,86,17.49,125,0,0
408,0,0,0,7.1,3,247.6,110,14.65,107,1,0
415,0,0,0,16.6,3,158.5,69,25.05,116,0,0
510,1,39,0,10.3,3,160.8,54,10.14,101,3,0
408,1,31,0,9.0,6,118.5,76,21.92,96,1,0
510,1,40,0,11.1,6,140.3,114,20.88,86,1,0
408,0,0,1,8.8,2,160.6,125,17.17,100,1,1
510,0,0,0,10.1,5,111.9,121,16.8,108,1,0
415,0,0,0,10.5,5,120.5,124,14.99,121,0,0
510,0,0,0,6.8,4,156.3,53,9.83,121,1,0
408,0,0,0,5.4,2,242.4,89,13.72,95,1,0
408,0,0,0,10.8,2,178.4,119,15.53,109,1,0
510,0,0,0,11.4,2,258.7,132,16.18,73,1,1
415,1,18,0,7.2,3,124.3,80,16.67,110,1,0
415,0,0,0,10.8,6,94.9,105,26.84,71,0,0
408,0,0,0,13.4,3,182.0,119,17.03,131,4,0
408,0,0,0,9.1,4,162.0,108,23.64,82,1,0
415,0,0,0,9.4,1,176.6,101,18.84,89,0,0
408,0,0,0,15.2,2,198.8,110,17.31,109,4,0
408,1,28,1,11.4,4,156.1,140,17.84,69,0,0
510,0,0,0,9.5,5,150.6,108,12.53,109,1,0
510,0,0,0,9.2,5,198.3,93,25.86,85,2,0
510,0,0,0,2.2,7,189.1,113,16.85,103,1,0
408,0,0,0,8.8,2,156.9,82,16.64,99,1,0
408,0,0,0,11.2,2,67.0,154,18.96,151,1,0
415,0,0,0,10.5,2,261.3,139,12.95,124,0,0
415,0,0,0,14.7,5,135.1,103,15.73,74,3,0
408,0,0,0,7.8,5,173.5,100,14.31,105,1,0
415,0,0,0,9.4,10,274.7,122,10.15,74,1,0
408,0,0,0,10.5,1,244.7,95,9.04,61,2,1
408,0,0,1,11.8,4,183.6,55,12.72,71,0,0
408,0,0,0,12.7,5,177.1,123,18.54,93,3,0
415,0,0,0,11.6,3,217.8,109,11.87,111,0,0
510,0,0,0,8.6,1,143.7,98,18.79,94,2,0
415,0,0,0,14.6,2,185.0,86,27.69,105,1,0
415,1,23,0,11.3,5,235.6,81,15.1,105,1,0
415,0,0,1,14.8,6,265.5,77,10.17,128,2,1
415,0,0,0,11.3,3,332.1,123,12.84,99,1,1
408,1,21,1,7.7,5,223.4,105,16.42,85,3,0
510,0,0,0,12.3,5,163.6,95,20.17,141,0,0
510,0,0,0,15.9,3,190.0,77,12.03,68,3,0
510,0,0,0,14.1,3,153.7,139,14.81,53,1,0
408,1,12,0,7.8,5,114.5,130,14.88,85,0,0
510,0,0,0,13.6,4,140.9,109,18.49,96,3,0
510,0,0,0,4.6,4,168.4,95,10.48,83,3,0
408,0,0,0,8.3,4,150.9,106,16.24,107,5,1
415,0,0,0,10.6,2,255.1,67,23.54,74,0,1
415,0,0,0,15.0,5,94.5,85,16.3,131,1,0
408,0,0,0,12.6,6,286.9,121,22.17,94,0,1
415,0,0,0,10.4,9,165.4,104,23.81,106,1,0
415,0,0,0,8.2,5,222.0,122,18.35,131,3,1
415,0,0,1,8.7,6,209.8,100,14.08,92,0,0
408,1,31,0,12.5,3,158.3,98,13.96,108,2,0
408,0,0,0,9.2,2,252.3,98,20.72,96,1,1
415,0,0,0,12.7,4,255.5,122,19.07,85,1,1
415,0,0,0,7.3,3,101.7,102,18.97,112,3,0
415,0,0,0,14.2,5,227.9,118,18.59,120,3,0
510,0,0,0,12.0,2,185.0,125,9.05,78,0,0
415,0,0,0,7.1,4,142.2,107,14.02,92,1,0
415,0,0,0,13.3,4,140.0,102,14.85,111,1,0
415,0,0,0,10.7,6,157.5,107,23.09,84,2,0
415,0,0,0,10.1,3,237.5,85,18.12,107,0,0
415,0,0,0,9.8,2,164.5,108,9.38,102,1,0
415,1,10,0,12.8,2,190.7,114,15.1,100,0,0
415,0,0,0,10.3,3,215.5,100,14.53,59,1,0
408,1,12,0,16.6,2,119.9,98,20.2,159,1,0
510,0,0,1,7.8,1,196.7,109,17.87,83,4,1
510,0,0,0,8.7,3,230.7,134,17.4,86,2,0
415,0,0,0,8.5,2,131.3,101,20.65,100,2,0
415,0,0,0,6.1,6,167.2,87,12.0,76,3,0
415,0,0,0,5.7,2,222.3,123,14.77,97,0,1
510,0,0,0,7.3,6,198.6,99,29.7,83,2,1
510,0,0,0,4.6,3,139.4,121,19.02,105,1,0
408,0,0,0,9.8,3,130.4,103,18.69,85,2,0
415,0,0,0,14.3,2,184.6,98,12.65,58,3,0
415,0,0,1,14.2,4,169.7,94,11.2,86,0,1
408,0,0,0,10.1,5,153.2,85,9.91,74,1,0
415,0,0,0,9.1,1,224.5,72,16.25,100,2,0
415,0,0,0,9.5,6,247.8,98,21.68,105,1,1
415,0,0,1,9.7,5,177.1,97,18.48,131,2,0
415,0,0,0,9.3,5,134.5,104,10.17,112,0,0
510,1,38,0,9.5,3,201.8,87,17.01,112,0,0
415,0,0,0,10.2,4,180.5,80,10.02,97,2,0
415,1,40,0,7.4,1,164.5,82,19.44,97,4,0
415,1,19,1,10.5,1,171.9,111,16.86,76,1,1
415,0,0,0,7.0,4,244.2,72,22.27,113,1,0
415,0,0,0,13.7,4,221.4,53,16.59,91,1,0
510,0,0,0,14.1,3,241.5,94,16.59,93,3,0
415,0,0,0,16.1,2,116.5,111,15.82,72,3,0
415,0,0,0,8.3,7,158.1,101,15.43,126,1,0
408,0,0,0,8.6,5,121.6,109,16.26,81,3,0
408,0,0,0,15.0,2,178.3,74,22.47,109,0,0
415,0,0,0,5.6,4,215.8,85,9.58,109,2,0
415,1,28,0,9.7,4,222.5,106,15.11,90,2,0
415,0,0,0,8.0,1,264.5,91,15.23,93,1,0
510,1,23,0,10.6,2,123.7,74,11.82,118,1,0
415,0,0,0,10.0,3,244.8,100,6.56,102,0,0
510,0,0,0,11.0,2,297.4,108,10.06,72,2,1
415,0,0,0,8.6,8,147.8,72,17.12,118,1,0
408,1,29,1,5.5,7,187.1,142,12.62,124,2,0
408,0,0,0,8.3,6,236.5,95,20.06,124,2,0
415,0,0,0,11.0,5,186.5,107,16.17,103,1,0
415,0,0,1,10.3,1,286.1,94,26.02,89,4,1
510,0,0,0,8.3,3,107.2,100,18.79,96,2,0
415,1,36,0,8.7,8,93.1,83,20.92,109,1,0
510,0,0,0,13.0,6,132.4,81,21.6,100,2,0
510,0,0,0,8.8,3,80.7,93,22.3,130,0,0
415,0,0,0,10.7,3,114.5,100,19.45,74,0,0
510,0,0,0,10.5,3,155.5,104,16.35,106,4,1
415,0,0,0,9.0,4,184.7,105,16.49,91,1,0
415,0,0,0,10.3,6,94.1,97,24.06,69,2,0
415,0,0,0,7.9,4,229.3,89,10.05,105,1,0
510,0,0,0,8.8,8,223.8,68,19.84,111,1,0
415,1,27,0,7.8,3,154.4,109,17.9,109,3,0
415,0,0,0,14.2,5,190.2,75,17.78,136,4,1
415,0,0,0,8.6,2,167.0,102,17.77,107,1,0
510,0,0,0,11.6,5,154.8,121,22.25,81,0,0
415,1,36,0,6.9,6,293.4,91,14.8,50,1,0
415,0,0,0,8.2,3,160.5,134,24.42,93,3,0
415,1,20,0,11.9,2,230.2,111,15.09,38,0,0
510,0,0,0,8.2,5,191.9,105,9.92,113,0,0
408,0,0,0,11.1,7,131.5,119,18.9,83,1,0
510,0,0,0,12.1,4,171.6,111,18.65,85,0,1
510,0,0,0,10.0,5,242.1,150,19.99,106,3,1
408,0,0,0,10.6,1,157.3,119,20.57,107,1,0
408,0,0,1,9.0,6,192.7,91,16.83,95,1,0
